company,employment_type,schedule_type,min_salary,max_salary,currency,city,min_experience,max_experience,clean_key_skills,clean_title
точка,full time, flexible schedule,300000.0,350000.0,rub,not specified,3,6.0,"['oracle pl/sql', ' dwh', ' hadoop', ' greenplum', ' oracle', ' etl', ' clickhouse']",data engineer greenplum
vk,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' анализ данных', ' machine learning', ' linux', ' bash', ' git', ' sql', ' clickhouse']",data scientist mytracker
точка,full time,not specified,175000.0,350000.0,rub,not specified,3,6.0,"['oracle pl/sql', ' dwh', ' hadoop', ' greenplum', ' oracle', ' etl', ' clickhouse']",data engineer greenplum
сбермаркет,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' git', ' tableau', ' spark', ' a/b тест', ' обработка изображение', ' алгоритм', ' обработка фото']",middle/senior data scientist [команда content]
бакай банк,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['высшее образование', ' взаимодействие с контрольными орган', ' анализ текущих финансовых показатель', ' высокая ответственность']",data аналитик
газпром нефть,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' machine learning', ' panda', ' deep learning', ' алгоритмы']",data scientist
сбер. it,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' ооп', ' big data', ' анализ дать']",data engineer
мтс банк,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['oracle', ' dataquality', ' python', ' контроли качества дать', ' качество дать', ' ккд', ' субд oracle', ' oracle pl/sql']",аналитик проверок dataquality
vk,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['mysql', ' python', ' clickhouse', ' linux', ' bash']",data engineer мy tracker
сбермаркет,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' машинное обучение', ' ml']",middle/senior data scientist recsys
сбермаркет,full time,not specified,150000.0,127500.0,rub,not specified,6,100.0,"['обучение и развитие', ' машинное обучение', ' системное мышление', ' ml', ' математик']",lead data scientist operations
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' big data', ' power bi', ' olap', ' ms sql', ' sql', ' powerbi', ' hadoop', ' аналитическое мышление', ' аналитические исследование', ' анализ дать', ' работа с базами дать', ' работа с банка', ' jira', ' работа с большим объемом информация']",data аналитик продажи и обслуживание вне отделение
сбермаркет,full time,not specified,150000.0,127500.0,rub,not specified,6,100.0,"['python', ' машинное обучение', ' алгоритм']",lead data scientist recsys
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' etl', ' субд', ' математическое моделирование', ' математический анализ', ' аналитическое мышление', ' hadoop', ' postgresql', ' математический склад ум', ' большие дать']",data engineer устройства самообслуживание
"vk, вконтакте",full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['sql', ' python', ' hadoop', ' airflow', ' spark', ' hive', ' linux']",data engineer группа машинного обучение
газпром нефть,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' ms sql', ' linux']",data engineer junior +
ispring,full time,not specified,110000.0,150000.0,rub,not specified,1,3.0,"['dwh', ' ms sql', ' аналитическое мышление', ' работа с базами дать', ' sql', ' etl', ' docker', ' kubernetes', ' data vault', ' python', ' apache airflow']",dwh разработчик / dwh инженер / data engineer
ispring,full time,not specified,110000.0,150000.0,rub,not specified,1,3.0,"['dwh', ' ms sql', ' аналитическое мышление', ' работа с базами данных', ' sql', ' etl', ' docker', ' kubernetes', ' data vault', ' python', ' apache airflow']",dwh разработчик / dwh инженер / data engineer
xalq banki,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' английский язык', ' tableau', ' ms powerpoint']",senior finance data analyst департамента финансовой отчётности и контроля
независимая нефтегазовая компания,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['visiology', ' ql middle+', ' sql', ' dataflow', ' bi', ' 1с', ' ms visio', ' kanban', ' аналитика', ' разработчик']",data engineer / etl-аналитик/-разработчик
"vk, технический департамент",full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['ansible', ' bash', ' hadoop', ' администрирование', ' linux', ' puppet', ' git']",системный администратор linux big data
сибур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['data science', ' agile']",владелец продукта продукты data science
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' моделирование', ' big data']",data scientist middle/senior моделирование rnd
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' machine learning', ' python', ' data science']",senior data scientist
звук,full time, remote work,200000.0,200000.0,rub,москва,3,6.0,"['python', ' sql', ' hadoop', ' airflow', ' pyspark', ' elasticsearch']",senior data engineer search
звук,full time, remote work,200000.0,200000.0,rub,москва,3,6.0,"['python', ' spark', ' sql', ' hadoop', ' airflow', ' presto']",senior data engineer dataplatform team
"компания «спортмастер», sportmaster lab",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['data engineer', ' python', ' sql', ' hadoop', ' oracle']",senior data engineer
корус консалтинг,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' hadoop', ' hive', ' sql', ' etl', ' aws', ' spark', ' airflow', ' postgresql']",middle/senior data engineer
тинькофф,full time, remote work,200000.0,200000.0,rub,нижний новгород,3,6.0,"['sql', ' hadoop', ' работа с базами дать', ' etl', ' базы дать', ' dwh', ' субд', ' databases']",business data engineer
тинькофф,full time,not specified,175000.0,300000.0,rub,пермь,3,6.0,"['sql', ' hadoop', ' etl', ' greenplum']",business data engineer
тинькофф,full time,not specified,175000.0,300000.0,rub,челябинск,3,6.0,"['sql', ' hadoop', ' работа с базами дать', ' etl', ' базы дать', ' dwh']",business data engineer
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['sql', ' python', ' spark', ' big data', ' clickhouse']",системный аналитик на продукт мтс аналитика big data
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' r', ' эконометрика', ' математическая статистика', ' дискретная математика', ' bi']",старший эконометрист в центр маркетинговой аналитики big data
окб,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' postgresql', ' анализ данных', ' oracle', ' git']",senior data scientist
selecty,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['управление проектами', ' agile project management', ' big data']",project manager big data
бруноям,part time, full time,175000.0,240000.0,rub,санкт-петербург,1,3.0,"['python', ' pandas', ' numpy', ' machine learning', ' data analysis', ' аналитическое мышление']",преподаватель по курсу data science
playrix,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' ms sql', ' postgresql', ' airflow', ' luigi', ' базы данных']",senior data engineer
playrix,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' ms sql']",senior data engineer
playrix,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' ms sql']",senior data engineer
адвин смарт фэктори,full time,not specified,175000.0,300000.0,rub,минский район,3,6.0,"['bpmn', ' бизнес-аналитик', ' анализ дать', ' автоматизация бизнес-процесс', ' разработка тз', ' mdm', ' master data management', ' sql', ' bi']",специалист mdm master data management
playrix,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' ms sql', ' postgresql', ' airflow', ' luigi', ' базы данных']",lead data engineer
playrix,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' ms sql']",senior data engineer
детский мир,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' big data', ' linux', ' hadoop']",data/ml engineer
playrix,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' ms sql', ' postgresql', ' airflow', ' luigi', ' базы данных']",lead data engineer
playrix,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' ms sql', ' postgresql', ' airflow', ' luigi', ' базы данных']",lead data engineer
ibs,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['greenplum', ' postrgesql', ' sql', ' hadoop', ' dwh', ' etl', ' ml', ' pl/sql', ' teradata', ' machine learning']",data engineer machine learning
remokate,full time, remote work,160000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' базы данных', ' big data', ' ml']",middle+ data scientist
"vk, вконтакте",full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' java', ' hadoop', ' big data', ' spark', ' scala']",senior data scientist / machine learning engineer команда рекомендаций и машинного обучения
кбер-ром,full time,not specified,175000.0,370000.0,rub,москва,3,6.0,"['python', ' go', ' c++', ' torch', ' catboost', ' postgresql', ' greenplum', ' mongodb', ' clickhouse', ' redis', ' opensearch', ' rabbitmq', ' kafka', ' k8s', ' docker', ' argocd', ' helm', ' airflow', ' superset', ' ml-flow', ' git-lab', ' elk', ' grafana', ' prometheus']",senior nlp engineer / data scientist
вкусно — и точка,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' machine learning', ' sql', ' big data', ' data science']",data scientist middle/senior
anabar,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' clickhouse', ' hadoop', ' анализ данных']",data engineer senior
kaz minerals management,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' data mining', ' sql', ' machine learning', ' data science', ' numpy']",data scientist
университет ннополис,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['information technology', ' fluent english', ' research', ' public speaking', ' machine learning', ' data mining', ' writing articles']",associate professor - data science&ai eng
вкусно — и точка,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' machine learning', ' sql', ' big data', ' spark', ' data analysis', ' teambuilding', ' ml']",chief data scientist / ds team lead
университет ннополис,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['information technology', ' fluent english', ' research', ' public speaking', ' machine learning', ' data mining', ' writing articles']",assistant professor - data science&ai eng
университет ннополис,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['information technology', ' fluent english', ' research', ' public speaking', ' machine learning', ' data mining', ' writing articles']",assistant professor - data science&ai eng
университет ннополис,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['information technology', ' fluent english', ' research', ' public speaking', ' machine learning', ' data mining', ' writing articles']",associate professor - data science&ai eng
my.games,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['data science', ' python']",ml research engineer/data science engineer
transparent hiring,full time,not specified,150000.0,127500.0,rub,not specified,6,100.0,"['sap mm', ' ariba', ' procurement', ' logistics', ' sap mdg', ' sap s/4hana', ' english', ' английский — c1 — продвинутый']",data engineer relocation to germany
сеть партнерств,full time,not specified,300000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' pytorch', ' postgresql', ' git', ' kafka', ' tableau', ' clickhouse', ' nlp', ' etl', ' big data', ' data analysis', ' machine learning', ' теория вероятностей', ' docker', ' linux', ' машинное обучение']",data engineer lead / дата инженер
медиалогия,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' adobe photoshop', ' аналитические исследования', ' аналитическое мышление', ' статистический анализ', ' machine learning', ' neural networks', ' deep learning', ' data science', ' data analysis', ' data mining', ' big data', ' анализ данных']",data scientist / ml-инженер
gurtam,full time,not specified,175000.0,300000.0,rub,тбилиси,3,6.0,"['python', ' ml', ' machine learning', ' pytorch', ' numpy', ' big data']",senior data scientist
павлн техно,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' machine learning', ' базы дать', ' pycharm', ' sql', ' английский язык', ' big data', ' aws', ' ответственный подход к работа', ' анализ дать', ' обучение и развитие', ' mongodb', ' postgresql']",data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект
leverx international,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' data mining', ' matlab', ' data analysis', ' ms sql', ' machine learning', ' time series analysis', ' data science', ' английский — b1 — средний']",senior data scientist
главстрой санкт-петербург,full time,not specified,150000.0,150000.0,rub,санкт-петербург,1,3.0,"['sql', ' python', ' numpy', ' git', ' machine learning', ' dwh', ' etl', ' pandas', ' data analysis', ' big data', ' парсинг']",data engineer
space307,full time,not specified,150000.0,150000.0,rub,санкт-петербург,1,3.0,"['linux', ' bash', ' ml', ' machine learning', ' data science', ' python', ' data analysis', ' математическая статистика', ' pandas', ' sklearn']",data scientist
pari,full time,not specified,190000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' git', ' etl', ' визуализация дать', ' clickhouse']",data engineer
нтеллектдиалог,part time, remote work,100000.0,250000.0,rub,not specified,1,3.0,"['data scientis', ' ml', ' машинное обучение', ' machine learning']","data scientist,  ml удаленно"
нтеллектдиалог,part time, remote work,100000.0,250000.0,rub,not specified,1,3.0,"['data scientis', ' ml', ' машинное обучение', ' machine learning']","data scientist,  ml удаленно"
"vk, одноклассники",full time, flexible schedule,60000.0,280000.0,rub,not specified,1,3.0,"['python', ' machine learning', ' sql', ' scala', ' hadoop', ' spark']","data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте"
нтеллектдиалог,part time, remote work,100000.0,250000.0,rub,not specified,1,3.0,"['data scientis', ' ml', ' машинное обучение', ' machine learning']","data scientist,  ml удаленно"
нтеллектдиалог,part time, remote work,100000.0,250000.0,rub,not specified,1,3.0,"['data scientis', ' ml', ' машинное обучение', ' machine learning']","data scientist,  ml удаленно"
"vk, одноклассники",full time, flexible schedule,60000.0,280000.0,rub,not specified,1,3.0,"['python', ' machine learning', ' sql', ' scala', ' hadoop', ' spark']","data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте"
kpmg,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['java', ' python', ' data mining', ' scala', ' c++', ' data science', ' nlp', ' английский — c1 — продвинутый']","senior consultant,  data scientist,  technology group"
okko,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' sql', ' machine learning', ' сomputer vision']",data scientist middle+/senior транскодинг
ibs,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['greenplum', ' postrgesql', ' sql', ' hadoop', ' dwh', ' etl', ' pl/sql', ' teradata', ' machine learning']",data engineer etl
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
murano software,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,['английский — c1 — продвинуть'],senior site reliability engineer big data
северсталь. it & digital,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' tensorflow', ' sql', ' machine learning', ' git']",middle data scientist северсталь диджитал
мултон партнерс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' git', ' big data', ' английский язык', ' hive', ' английский — c1 — продвинуть']",data insight analytics expert
северсталь. it & digital,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' tensorflow', ' sql', ' machine learning', ' git']",middle data scientist северсталь диджитал
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' математическая статистика', ' big data', ' machine learning', ' nlp', ' hadoop', ' spark', ' pandas', ' numpy', ' matplotlib', ' seaborn']",senior data scientist в направление рекламной платформы rnd big data
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' machine learning', ' python', ' data science']",senior data scientist
wanted,full time,not specified,150000.0,6000.0,rub,not specified,6,100.0,"['architecture', ' administrating skills', ' английский — c1 — продвинутый', ' sql', ' python', ' java', ' machine learning', ' data science', ' data analysis', ' deep learning', ' big data', ' team management', ' nosql', ' ml', ' fluent english', ' английский — c1 — продвинутый']",gcp data architect/team lead
okko,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' machine learning', ' сomputer vision']",data scientist middle+/senior транскодинг
мтс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['docker', ' airflow', ' hadoop', ' sql', ' machine learning', ' маркетинг', ' spark', ' sklearn', ' catboost', ' ml', ' big data', ' python']",middle+ data scientist на продукт маркетолог big data
my.games,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['java', ' scala', ' big data', ' hadoop', ' spark streaming']",senior data engineer scala
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' machine learning', ' data science', ' математическая статистика', ' git']",data scientist / ml-инженер big data
ibs,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' python', ' субд', ' etl', ' postgresql', ' teradata', ' ml', ' greenplum', ' oracle pl/sql', ' machine learning']",data engineer/etl developer
e-book applications,full time,not specified,5000.0,6000.0,usd,not specified,6,100.0,"['architecture', ' python', ' sql', ' java', ' machine learning', ' data science', ' data analysis', ' deep learning', ' big data', ' team management', ' fluent english', ' nosql', ' ml', ' administrating skills', ' английский — c1 — продвинутый']",gcp data architect/team lead
tele2,full time,not specified,150000.0,150000.0,rub,новомосковский административный округ,1,3.0,"['python', ' data mining', ' sql', ' бизнес-анализ', ' ms sql', ' hadoop', ' teradata', ' dwh', ' oracle', ' r', ' sas']",менеджер по анализу больших данных big data
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' machine learning', ' python', ' data science']",senior data scientist
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' machine learning', ' python', ' data science']",senior data scientist
корус консалтинг,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' hadoop', ' hive', ' sql', ' etl', ' aws', ' spark', ' airflow', ' postgresql']",middle/senior data engineer
botan investments,full time,not specified,150000.0,4000.0,rub,not specified,1,3.0,"['amplitude', ' firebase', ' google analytics', ' retention', ' play console', ' sql', ' python', ' data analysis', ' английский — c1 — продвинутый']",data analyst
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
"лента, федеральная розничная сеть, it",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['agile project management', ' scrum', ' управление продукт', ' английский язык', ' python']",product owner/менеджер продукта big data
мамаева рина анатольевна,full time, remote work,200000.0,350000.0,rub,not specified,3,6.0,"['python', ' spark', ' hadoop', ' docker', ' kubernetes']",data engineer middle+
мтс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['kubernetes', ' helm', ' prometheus', ' ci/cd', ' ansible', ' grafana']",devops engineer в продукт data river big data
райффайзен банк,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['kubernetes', ' bash', ' python', ' ci/cd', ' zabbix', ' unix', ' hadoop']",devops engineer в команду data lake
ibs,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['hadoop', ' postgresql', ' kubernetes', ' teamcity', ' linux', ' docker', ' ansible', ' ci/cd', ' hive', ' devops', ' arenadata']",devops на проект data lake
райффайзен банк,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['kubernetes', ' docker', ' devops', ' ci/cd', ' grafana', ' zabbix', ' sql', ' bash', ' python']",devops инженер в команду analytical data platform
мтс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['gitlabci', ' helm', ' docker', ' linux', ' bash', ' python', ' prometheus']",devops engineer в продукт net big data
мтс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['jvm', ' prometheus', ' grafana', ' sql', ' hadoop', ' spark', ' kafka']",devops engineer на продукт data virtualization dataops platform
он зэ спот девелопмент,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' spark', ' hadoop', ' golang', ' kubernetes', ' aws', ' английский — b1 — средний']",data engineer at orca security
peter partner,full time, remote work,200000.0,200000.0,rub,санкт-петербург,3,6.0,"['postgres', ' clickhouse', ' mongo db', ' airflow', ' airbyte', ' dbt', ' branch', ' apphud', ' amplitude', ' superset', ' python', ' sql', ' a/b тесты', ' английский — b1 — средний']",data engineer dwh
кбер-ром,full time,not specified,175000.0,370000.0,rub,москва,3,6.0,"['python', ' go', ' c++', ' torch', ' catboost', ' postgresql', ' greenplum', ' mongodb', ' clickhouse', ' redis', ' opensearch', ' rabbitmq', ' kafka', ' k8s', ' docker', ' argocd', ' helm', ' airflow', ' superset', ' ml-flow', ' git-lab', ' elk', ' grafana', ' prometheus']",senior nlp engineer / data scientist
флаувау,full time, remote work,100000.0,240000.0,rub,москва,1,3.0,"['python', ' sql', ' airflow']",data engineer
авара ай ти казахстан,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' postgresql', ' azure synapse', ' azure data factory', ' azure spark', ' azure databricks', ' azure db`s', ' azure function', ' python', ' hadoop', ' etl', ' elt', ' datalake', ' deltalake', ' dwh', ' cистемы управления базами дать', ' базы дать', ' spark', ' работа с базами дать', ' моделирование', ' умение работать с клиент']",sr. azure data architect \ sr. azure data engineer
bestdoctor,full time,not specified,200000.0,300000.0,rub,not specified,3,6.0,"['postgresql', ' python', ' sql', ' airflow', ' greenplum']",data engineer remote
bestdoctor,full time,not specified,200000.0,300000.0,rub,not specified,3,6.0,"['postgresql', ' python', ' sql', ' airflow', ' greenplum']",data engineer remote
selecty,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['hadoop', ' работа с большим объемом информация', ' nosql', ' big data', ' разработка нового продукт', ' spark']",data engineer
монополия,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['etl', ' анализ дать', ' качественные исследование', ' java', ' python', ' sql', ' data engineer']",data engineer спб
мтс,full time, flexible schedule,300000.0,350000.0,rub,москва,3,6.0,['big data'],senior data engineer [cj monitoring & discovery]
сбер. it,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' hadoop', ' spark', ' dwh']",data engineer
"«procter & gamble», студент",internship full time,not specified,85000.0,240000.0,rub,москва,0,0.0,"['sql', ' английский — b2 — средне-продвинуть']",data engineering intern
"ннотех, группа компаний",full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' spark', ' hive', ' scala']",разработчик hadoop big data стрим витрины пк
"ннотех, группа компаний",full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' spark', ' hive', ' scala']",разработчик hadoop big data стрим витрины пк
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
"velvetech, llc",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['spark', ' kafka', ' nosql', ' sql', ' snowflake', ' mongodb', ' azure sql', ' olap and oltp', ' etl', ' английский — b2 — средне-продвинутый']",database developer
aliexpress россия,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['hadoop', ' dwh', ' airflow']",lead data engineer
нгосстрах,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' sql', ' git', ' spark', ' scrum']",data engineer
"ннотех, группа компаний",full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' spark', ' hive', ' scala']",разработчик hadoop big data стрим витрины пк
гет экспертс рекрутмент,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' spark', ' английский — b2 — средне-продвинуть']",senior data engineer
wanted,full time,not specified,150000.0,6000.0,rub,not specified,6,100.0,"['architecture', ' administrating skills', ' английский — c1 — продвинутый', ' sql', ' python', ' java', ' machine learning', ' data science', ' data analysis', ' deep learning', ' big data', ' team management', ' nosql', ' ml', ' fluent english', ' английский — c1 — продвинутый']",gcp data architect/team lead
мтс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['работа с базами данных', ' postgresql', ' clickhouse', ' olap online analytical processing', ' база данных: olap', ' dwh', ' bi', ' olap']",data-инженер стрим еспортс
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['clickhouse', ' базы дать', ' postgresql', ' grafana', ' redash', ' анализ дать', ' sql']",data-аналитик стрим еспортс
rubbles,full time,not specified,175000.0,400000.0,rub,not specified,3,6.0,"['python', ' spark', ' hadoop', ' sql', ' big data', ' hive', ' kubernetes', ' linux']",data engineer
сберздоровье,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['работа с базами данных', ' dataops', ' mlops', ' airflow', ' python', ' ms sql', ' prefect', ' dagster', ' great expectations', ' mlflow', ' kubeflow', ' dvc', ' kafka', ' spark', ' flink', ' vertica', ' greenplum', ' citus', ' clickhouse']",data engineer
алроса нформационные технологии,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['архитектура бд', ' mpp', ' python', ' java/scala', ' sql', ' mlops']",data engineer
алроса нформационные технологии,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['архитектура бд', ' mpp', ' python', ' java/scala', ' sql', ' mlops']",data engineer
сбер. it,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['git', ' scala', ' postgresql', ' python', ' hadoop']",data engineer рекламная платформа
сбер. it,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['git', ' scala', ' postgresql', ' python', ' hadoop']",data engineer рекламная платформа
сбер. it,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['git', ' postgresql', ' sql', ' java', ' python']",data engineer аудиторные технология
"«procter & gamble», опытный специалист",full time,not specified,270000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' английский — b2 — средне-продвинуть']",старший дата-инженер / senior data engineer
мтс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['ci/cd', ' python', ' go', ' git']",senior devops engineer на продукт мтс аналитика big data
мтс,full time, flexible schedule,300000.0,350000.0,rub,not specified,3,6.0,"['api', ' ci/cd', ' sql', ' kafka', ' java', ' python', ' scala', ' c#']",senior архитектор в golden record big data
сбер. it,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' hadoop', ' spark', ' dwh']",data engineer
