clean_title,clean_key_skills
senior data scientist / machine learning engineer команда рекомендаций и машинного обучения, big data
senior data scientist / machine learning engineer команда рекомендаций и машинного обучения, spark
senior data scientist / machine learning engineer команда рекомендаций и машинного обучения, scala
senior nlp engineer / data scientist,python
senior nlp engineer / data scientist, go
senior nlp engineer / data scientist, c++
senior nlp engineer / data scientist, torch
senior nlp engineer / data scientist, catboost
senior nlp engineer / data scientist, postgresql
senior nlp engineer / data scientist, greenplum
senior nlp engineer / data scientist, mongodb
senior nlp engineer / data scientist, clickhouse
senior nlp engineer / data scientist, redis
senior nlp engineer / data scientist, opensearch
senior nlp engineer / data scientist, rabbitmq
senior nlp engineer / data scientist, kafka
senior nlp engineer / data scientist, k8s
senior nlp engineer / data scientist, docker
senior nlp engineer / data scientist, argocd
senior nlp engineer / data scientist, helm
senior nlp engineer / data scientist, airflow
senior nlp engineer / data scientist, superset
senior nlp engineer / data scientist, ml-flow
senior nlp engineer / data scientist, git-lab
senior nlp engineer / data scientist, elk
senior nlp engineer / data scientist, grafana
senior nlp engineer / data scientist, prometheus
data scientist middle/senior,python
data scientist middle/senior, machine learning
data scientist middle/senior, sql
data scientist middle/senior, big data
data scientist middle/senior, data science
data engineer senior,sql
data engineer senior, python
data engineer senior, clickhouse
data engineer senior, hadoop
data engineer senior, анализ данных
data scientist,python
data scientist, data mining
data scientist, sql
data scientist, machine learning
data scientist, data science
data scientist, numpy
associate professor - data science&ai eng,information technology
associate professor - data science&ai eng, fluent english
associate professor - data science&ai eng, research
associate professor - data science&ai eng, public speaking
associate professor - data science&ai eng, machine learning
associate professor - data science&ai eng, data mining
associate professor - data science&ai eng, writing articles
chief data scientist / ds team lead,python
chief data scientist / ds team lead, machine learning
chief data scientist / ds team lead, sql
chief data scientist / ds team lead, big data
chief data scientist / ds team lead, spark
chief data scientist / ds team lead, data analysis
chief data scientist / ds team lead, teambuilding
chief data scientist / ds team lead, ml
assistant professor - data science&ai eng,information technology
assistant professor - data science&ai eng, fluent english
assistant professor - data science&ai eng, research
assistant professor - data science&ai eng, public speaking
assistant professor - data science&ai eng, machine learning
assistant professor - data science&ai eng, data mining
assistant professor - data science&ai eng, writing articles
assistant professor - data science&ai eng,information technology
assistant professor - data science&ai eng, fluent english
assistant professor - data science&ai eng, research
assistant professor - data science&ai eng, public speaking
assistant professor - data science&ai eng, machine learning
assistant professor - data science&ai eng, data mining
assistant professor - data science&ai eng, writing articles
associate professor - data science&ai eng,information technology
associate professor - data science&ai eng, fluent english
associate professor - data science&ai eng, research
associate professor - data science&ai eng, public speaking
associate professor - data science&ai eng, machine learning
associate professor - data science&ai eng, data mining
associate professor - data science&ai eng, writing articles
ml research engineer/data science engineer,data science
ml research engineer/data science engineer, python
data engineer relocation to germany,sap mm
data engineer relocation to germany, ariba
data engineer relocation to germany, procurement
data engineer relocation to germany, logistics
data engineer relocation to germany, sap mdg
data engineer relocation to germany, sap s/4hana
data engineer relocation to germany, english
data engineer relocation to germany, английский — c1 — продвинутый
data engineer lead / дата инженер,python
data engineer lead / дата инженер, sql
data engineer lead / дата инженер, pytorch
data engineer lead / дата инженер, postgresql
data engineer lead / дата инженер, git
data engineer lead / дата инженер, kafka
data engineer lead / дата инженер, tableau
data engineer lead / дата инженер, clickhouse
data engineer lead / дата инженер, nlp
data engineer lead / дата инженер, etl
data engineer lead / дата инженер, big data
data engineer lead / дата инженер, data analysis
data engineer lead / дата инженер, machine learning
data engineer lead / дата инженер, теория вероятностей
data engineer lead / дата инженер, docker
data engineer lead / дата инженер, linux
data engineer lead / дата инженер, машинное обучение
data scientist / ml-инженер,python
data scientist / ml-инженер, adobe photoshop
data scientist / ml-инженер, аналитические исследования
data scientist / ml-инженер, аналитическое мышление
data scientist / ml-инженер, статистический анализ
data scientist / ml-инженер, machine learning
data scientist / ml-инженер, neural networks
data scientist / ml-инженер, deep learning
data scientist / ml-инженер, data science
data scientist / ml-инженер, data analysis
data scientist / ml-инженер, data mining
data scientist / ml-инженер, big data
data scientist / ml-инженер, анализ данных
senior data scientist,python
senior data scientist, ml
senior data scientist, machine learning
senior data scientist, pytorch
senior data scientist, numpy
senior data scientist, big data
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект,python
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, machine learning
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, базы дать
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, pycharm
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, sql
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, английский язык
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, big data
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, aws
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, ответственный подход к работа
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, анализ дать
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, обучение и развитие
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, mongodb
data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект, postgresql
senior data scientist,python
senior data scientist, data mining
senior data scientist, matlab
senior data scientist, data analysis
senior data scientist, ms sql
senior data scientist, machine learning
senior data scientist, time series analysis
senior data scientist, data science
senior data scientist, английский — b1 — средний
data engineer,sql
data engineer, python
data engineer, numpy
data engineer, git
data engineer, machine learning
data engineer, dwh
data engineer, etl
data engineer, pandas
data engineer, data analysis
data engineer, big data
data engineer, парсинг
data scientist,linux
data scientist, bash
data scientist, ml
data scientist, machine learning
data scientist, data science
data scientist, python
data scientist, data analysis
data scientist, математическая статистика
data scientist, pandas
data scientist, sklearn
data engineer,python
data engineer, sql
data engineer, git
data engineer, etl
data engineer, визуализация дать
data engineer, clickhouse
"data scientist,  ml удаленно",data scientis
"data scientist,  ml удаленно", ml
"data scientist,  ml удаленно", машинное обучение
"data scientist,  ml удаленно", machine learning
"data scientist,  ml удаленно",data scientis
"data scientist,  ml удаленно", ml
"data scientist,  ml удаленно", машинное обучение
"data scientist,  ml удаленно", machine learning
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте",python
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", machine learning
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", sql
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", scala
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", hadoop
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", spark
"data scientist,  ml удаленно",data scientis
"data scientist,  ml удаленно", ml
"data scientist,  ml удаленно", машинное обучение
"data scientist,  ml удаленно", machine learning
"data scientist,  ml удаленно",data scientis
"data scientist,  ml удаленно", ml
"data scientist,  ml удаленно", машинное обучение
"data scientist,  ml удаленно", machine learning
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте",python
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", machine learning
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", sql
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", scala
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", hadoop
"data scientist / machine learning engineer команда рекомендаций и машинного обучения,  вконтакте", spark
"senior consultant,  data scientist,  technology group",java
"senior consultant,  data scientist,  technology group", python
"senior consultant,  data scientist,  technology group", data mining
"senior consultant,  data scientist,  technology group", scala
"senior consultant,  data scientist,  technology group", c++
"senior consultant,  data scientist,  technology group", data science
"senior consultant,  data scientist,  technology group", nlp
"senior consultant,  data scientist,  technology group", английский — c1 — продвинутый
data scientist middle+/senior транскодинг,python
data scientist middle+/senior транскодинг, sql
data scientist middle+/senior транскодинг, machine learning
data scientist middle+/senior транскодинг, сomputer vision
data engineer etl,greenplum
data engineer etl, postrgesql
data engineer etl, sql
data engineer etl, hadoop
data engineer etl, dwh
data engineer etl, etl
data engineer etl, pl/sql
data engineer etl, teradata
data engineer etl, machine learning
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
senior site reliability engineer big data,английский — c1 — продвинуть
middle data scientist северсталь диджитал,python
middle data scientist северсталь диджитал, tensorflow
middle data scientist северсталь диджитал, sql
middle data scientist северсталь диджитал, machine learning
middle data scientist северсталь диджитал, git
data insight analytics expert,python
data insight analytics expert, git
data insight analytics expert, big data
data insight analytics expert, английский язык
data insight analytics expert, hive
data insight analytics expert, английский — c1 — продвинуть
middle data scientist северсталь диджитал,python
middle data scientist северсталь диджитал, tensorflow
middle data scientist северсталь диджитал, sql
middle data scientist северсталь диджитал, machine learning
middle data scientist северсталь диджитал, git
senior data scientist в направление рекламной платформы rnd big data,python
senior data scientist в направление рекламной платформы rnd big data, sql
senior data scientist в направление рекламной платформы rnd big data, математическая статистика
senior data scientist в направление рекламной платформы rnd big data, big data
senior data scientist в направление рекламной платформы rnd big data, machine learning
senior data scientist в направление рекламной платформы rnd big data, nlp
senior data scientist в направление рекламной платформы rnd big data, hadoop
senior data scientist в направление рекламной платформы rnd big data, spark
senior data scientist в направление рекламной платформы rnd big data, pandas
senior data scientist в направление рекламной платформы rnd big data, numpy
senior data scientist в направление рекламной платформы rnd big data, matplotlib
senior data scientist в направление рекламной платформы rnd big data, seaborn
senior data scientist,nlp
senior data scientist, machine learning
senior data scientist, python
senior data scientist, data science
gcp data architect/team lead,architecture
gcp data architect/team lead, administrating skills
gcp data architect/team lead, английский — c1 — продвинутый
gcp data architect/team lead, sql
gcp data architect/team lead, python
gcp data architect/team lead, java
gcp data architect/team lead, machine learning
gcp data architect/team lead, data science
gcp data architect/team lead, data analysis
gcp data architect/team lead, deep learning
gcp data architect/team lead, big data
gcp data architect/team lead, team management
gcp data architect/team lead, nosql
gcp data architect/team lead, ml
gcp data architect/team lead, fluent english
gcp data architect/team lead, английский — c1 — продвинутый
data scientist middle+/senior транскодинг,python
data scientist middle+/senior транскодинг, sql
data scientist middle+/senior транскодинг, machine learning
data scientist middle+/senior транскодинг, сomputer vision
middle+ data scientist на продукт маркетолог big data,docker
middle+ data scientist на продукт маркетолог big data, airflow
middle+ data scientist на продукт маркетолог big data, hadoop
middle+ data scientist на продукт маркетолог big data, sql
middle+ data scientist на продукт маркетолог big data, machine learning
middle+ data scientist на продукт маркетолог big data, маркетинг
middle+ data scientist на продукт маркетолог big data, spark
middle+ data scientist на продукт маркетолог big data, sklearn
middle+ data scientist на продукт маркетолог big data, catboost
middle+ data scientist на продукт маркетолог big data, ml
middle+ data scientist на продукт маркетолог big data, big data
middle+ data scientist на продукт маркетолог big data, python
senior data engineer scala,java
senior data engineer scala, scala
senior data engineer scala, big data
senior data engineer scala, hadoop
senior data engineer scala, spark streaming
data scientist / ml-инженер big data,python
data scientist / ml-инженер big data, machine learning
data scientist / ml-инженер big data, data science
data scientist / ml-инженер big data, математическая статистика
data scientist / ml-инженер big data, git
data engineer/etl developer,sql
data engineer/etl developer, python
data engineer/etl developer, субд
data engineer/etl developer, etl
data engineer/etl developer, postgresql
data engineer/etl developer, teradata
data engineer/etl developer, ml
data engineer/etl developer, greenplum
data engineer/etl developer, oracle pl/sql
data engineer/etl developer, machine learning
gcp data architect/team lead,architecture
gcp data architect/team lead, python
gcp data architect/team lead, sql
gcp data architect/team lead, java
gcp data architect/team lead, machine learning
gcp data architect/team lead, data science
gcp data architect/team lead, data analysis
gcp data architect/team lead, deep learning
gcp data architect/team lead, big data
gcp data architect/team lead, team management
gcp data architect/team lead, fluent english
gcp data architect/team lead, nosql
gcp data architect/team lead, ml
gcp data architect/team lead, administrating skills
gcp data architect/team lead, английский — c1 — продвинутый
менеджер по анализу больших данных big data,python
менеджер по анализу больших данных big data, data mining
менеджер по анализу больших данных big data, sql
менеджер по анализу больших данных big data, бизнес-анализ
менеджер по анализу больших данных big data, ms sql
менеджер по анализу больших данных big data, hadoop
менеджер по анализу больших данных big data, teradata
менеджер по анализу больших данных big data, dwh
менеджер по анализу больших данных big data, oracle
менеджер по анализу больших данных big data, r
менеджер по анализу больших данных big data, sa
senior data scientist,nlp
senior data scientist, machine learning
senior data scientist, python
senior data scientist, data science
senior data scientist,nlp
senior data scientist, machine learning
senior data scientist, python
senior data scientist, data science
middle/senior data engineer,python
middle/senior data engineer, hadoop
middle/senior data engineer, hive
middle/senior data engineer, sql
middle/senior data engineer, etl
middle/senior data engineer, aws
middle/senior data engineer, spark
middle/senior data engineer, airflow
middle/senior data engineer, postgresql
data analyst,amplitude
data analyst, firebase
data analyst, google analytics
data analyst, retention
data analyst, play console
data analyst, sql
data analyst, python
data analyst, data analysis
data analyst, английский — c1 — продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
product owner/менеджер продукта big data,agile project management
product owner/менеджер продукта big data, scrum
product owner/менеджер продукта big data, управление продукт
product owner/менеджер продукта big data, английский язык
product owner/менеджер продукта big data, python
data engineer middle+,python
data engineer middle+, spark
data engineer middle+, hadoop
data engineer middle+, docker
data engineer middle+, kubernetes
devops engineer в продукт data river big data,kubernetes
devops engineer в продукт data river big data, helm
devops engineer в продукт data river big data, prometheus
devops engineer в продукт data river big data, ci/cd
devops engineer в продукт data river big data, ansible
devops engineer в продукт data river big data, grafana
devops engineer в команду data lake,kubernetes
devops engineer в команду data lake, bash
devops engineer в команду data lake, python
devops engineer в команду data lake, ci/cd
devops engineer в команду data lake, zabbix
devops engineer в команду data lake, unix
devops engineer в команду data lake, hadoop
devops на проект data lake,hadoop
devops на проект data lake, postgresql
devops на проект data lake, kubernetes
devops на проект data lake, teamcity
devops на проект data lake, linux
devops на проект data lake, docker
devops на проект data lake, ansible
devops на проект data lake, ci/cd
devops на проект data lake, hive
devops на проект data lake, devops
devops на проект data lake, arenadata
devops инженер в команду analytical data platform,kubernetes
devops инженер в команду analytical data platform, docker
devops инженер в команду analytical data platform, devops
devops инженер в команду analytical data platform, ci/cd
devops инженер в команду analytical data platform, grafana
devops инженер в команду analytical data platform, zabbix
devops инженер в команду analytical data platform, sql
devops инженер в команду analytical data platform, bash
devops инженер в команду analytical data platform, python
devops engineer в продукт net big data,gitlabci
devops engineer в продукт net big data, helm
devops engineer в продукт net big data, docker
devops engineer в продукт net big data, linux
devops engineer в продукт net big data, bash
devops engineer в продукт net big data, python
devops engineer в продукт net big data, prometheus
devops engineer на продукт data virtualization dataops platform,jvm
devops engineer на продукт data virtualization dataops platform, prometheus
devops engineer на продукт data virtualization dataops platform, grafana
devops engineer на продукт data virtualization dataops platform, sql
devops engineer на продукт data virtualization dataops platform, hadoop
devops engineer на продукт data virtualization dataops platform, spark
devops engineer на продукт data virtualization dataops platform, kafka
data engineer at orca security,python
data engineer at orca security, spark
data engineer at orca security, hadoop
data engineer at orca security, golang
data engineer at orca security, kubernetes
data engineer at orca security, aws
data engineer at orca security, английский — b1 — средний
data engineer dwh,postgres
data engineer dwh, clickhouse
data engineer dwh, mongo db
data engineer dwh, airflow
data engineer dwh, airbyte
data engineer dwh, dbt
data engineer dwh, branch
data engineer dwh, apphud
data engineer dwh, amplitude
data engineer dwh, superset
data engineer dwh, python
data engineer dwh, sql
data engineer dwh, a/b тесты
data engineer dwh, английский — b1 — средний
senior nlp engineer / data scientist,python
senior nlp engineer / data scientist, go
senior nlp engineer / data scientist, c++
senior nlp engineer / data scientist, torch
senior nlp engineer / data scientist, catboost
senior nlp engineer / data scientist, postgresql
senior nlp engineer / data scientist, greenplum
senior nlp engineer / data scientist, mongodb
senior nlp engineer / data scientist, clickhouse
senior nlp engineer / data scientist, redis
senior nlp engineer / data scientist, opensearch
senior nlp engineer / data scientist, rabbitmq
senior nlp engineer / data scientist, kafka
senior nlp engineer / data scientist, k8s
senior nlp engineer / data scientist, docker
senior nlp engineer / data scientist, argocd
senior nlp engineer / data scientist, helm
senior nlp engineer / data scientist, airflow
senior nlp engineer / data scientist, superset
senior nlp engineer / data scientist, ml-flow
senior nlp engineer / data scientist, git-lab
senior nlp engineer / data scientist, elk
senior nlp engineer / data scientist, grafana
senior nlp engineer / data scientist, prometheus
data engineer,python
data engineer, sql
data engineer, airflow
sr. azure data architect \ sr. azure data engineer,sql
sr. azure data architect \ sr. azure data engineer, postgresql
sr. azure data architect \ sr. azure data engineer, azure synapse
sr. azure data architect \ sr. azure data engineer, azure data factory
sr. azure data architect \ sr. azure data engineer, azure spark
sr. azure data architect \ sr. azure data engineer, azure databricks
sr. azure data architect \ sr. azure data engineer, azure db`s
sr. azure data architect \ sr. azure data engineer, azure function
sr. azure data architect \ sr. azure data engineer, python
sr. azure data architect \ sr. azure data engineer, hadoop
sr. azure data architect \ sr. azure data engineer, etl
sr. azure data architect \ sr. azure data engineer, elt
sr. azure data architect \ sr. azure data engineer, datalake
sr. azure data architect \ sr. azure data engineer, deltalake
sr. azure data architect \ sr. azure data engineer, dwh
sr. azure data architect \ sr. azure data engineer, cистемы управления базами дать
sr. azure data architect \ sr. azure data engineer, базы дать
sr. azure data architect \ sr. azure data engineer, spark
sr. azure data architect \ sr. azure data engineer, работа с базами дать
sr. azure data architect \ sr. azure data engineer, моделирование
sr. azure data architect \ sr. azure data engineer, умение работать с клиент
data engineer remote,postgresql
data engineer remote, python
data engineer remote, sql
data engineer remote, airflow
data engineer remote, greenplum
data engineer remote,postgresql
data engineer remote, python
data engineer remote, sql
data engineer remote, airflow
data engineer remote, greenplum
data engineer,hadoop
data engineer, работа с большим объемом информация
data engineer, nosql
data engineer, big data
data engineer, разработка нового продукт
data engineer, spark
data engineer спб,etl
data engineer спб, анализ дать
data engineer спб, качественные исследование
data engineer спб, java
data engineer спб, python
data engineer спб, sql
data engineer спб, data engineer
senior data engineer [cj monitoring & discovery],big data
data engineer,python
data engineer, hadoop
data engineer, spark
data engineer, dwh
data engineering intern,sql
data engineering intern, английский — b2 — средне-продвинуть
разработчик hadoop big data стрим витрины пк,sql
разработчик hadoop big data стрим витрины пк, hadoop
разработчик hadoop big data стрим витрины пк, spark
разработчик hadoop big data стрим витрины пк, hive
разработчик hadoop big data стрим витрины пк, scala
разработчик hadoop big data стрим витрины пк,sql
разработчик hadoop big data стрим витрины пк, hadoop
разработчик hadoop big data стрим витрины пк, spark
разработчик hadoop big data стрим витрины пк, hive
разработчик hadoop big data стрим витрины пк, scala
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
lead data engineer,hadoop
lead data engineer, dwh
lead data engineer, airflow
data engineer,python
data engineer, sql
data engineer, git
data engineer, spark
data engineer, scrum
разработчик hadoop big data стрим витрины пк,sql
разработчик hadoop big data стрим витрины пк, hadoop
разработчик hadoop big data стрим витрины пк, spark
разработчик hadoop big data стрим витрины пк, hive
разработчик hadoop big data стрим витрины пк, scala
senior data engineer,python
senior data engineer, spark
senior data engineer, английский — b2 — средне-продвинуть
gcp data architect/team lead,architecture
gcp data architect/team lead, administrating skills
gcp data architect/team lead, английский — c1 — продвинутый
gcp data architect/team lead, sql
gcp data architect/team lead, python
gcp data architect/team lead, java
gcp data architect/team lead, machine learning
gcp data architect/team lead, data science
gcp data architect/team lead, data analysis
gcp data architect/team lead, deep learning
gcp data architect/team lead, big data
gcp data architect/team lead, team management
gcp data architect/team lead, nosql
gcp data architect/team lead, ml
gcp data architect/team lead, fluent english
gcp data architect/team lead, английский — c1 — продвинутый
data-инженер стрим еспортс,работа с базами данных
data-инженер стрим еспортс, postgresql
data-инженер стрим еспортс, clickhouse
data-инженер стрим еспортс, olap online analytical processing
data-инженер стрим еспортс, база данных: olap
data-инженер стрим еспортс, dwh
data-инженер стрим еспортс, bi
data-инженер стрим еспортс, olap
data-аналитик стрим еспортс,clickhouse
data-аналитик стрим еспортс, базы данных
data-аналитик стрим еспортс, postgresql
data-аналитик стрим еспортс, grafana
data-аналитик стрим еспортс, redash
data-аналитик стрим еспортс, анализ данных
data-аналитик стрим еспортс, sql
data engineer,python
data engineer, spark
data engineer, hadoop
data engineer, sql
data engineer, big data
data engineer, hive
data engineer, kubernetes
data engineer, linux
data engineer,работа с базами данных
data engineer, dataops
data engineer, mlops
data engineer, airflow
data engineer, python
data engineer, ms sql
data engineer, prefect
data engineer, dagster
data engineer, great expectations
data engineer, mlflow
data engineer, kubeflow
data engineer, dvc
data engineer, kafka
data engineer, spark
data engineer, flink
data engineer, vertica
data engineer, greenplum
data engineer, citus
data engineer, clickhouse
data engineer,архитектура бд
data engineer, mpp
data engineer, python
data engineer, java/scala
data engineer, sql
data engineer, mlops
data engineer,архитектура бд
data engineer, mpp
data engineer, python
data engineer, java/scala
data engineer, sql
data engineer, mlops
data engineer рекламная платформа,git
data engineer рекламная платформа, scala
data engineer рекламная платформа, postgresql
data engineer рекламная платформа, python
data engineer рекламная платформа, hadoop
data engineer рекламная платформа,git
data engineer рекламная платформа, scala
data engineer рекламная платформа, postgresql
data engineer рекламная платформа, python
data engineer рекламная платформа, hadoop
data engineer аудиторные технология,git
data engineer аудиторные технология, postgresql
data engineer аудиторные технология, sql
data engineer аудиторные технология, java
data engineer аудиторные технология, python
старший дата-инженер / senior data engineer,python
старший дата-инженер / senior data engineer, sql
старший дата-инженер / senior data engineer, английский — b2 — средне-продвинуть
senior devops engineer на продукт мтс аналитика big data,ci/cd
senior devops engineer на продукт мтс аналитика big data, python
senior devops engineer на продукт мтс аналитика big data, go
senior devops engineer на продукт мтс аналитика big data, git
senior архитектор в golden record big data,api
senior архитектор в golden record big data, ci/cd
senior архитектор в golden record big data, sql
senior архитектор в golden record big data, kafka
senior архитектор в golden record big data, java
senior архитектор в golden record big data, python
senior архитектор в golden record big data, scala
senior архитектор в golden record big data, c#
data engineer,python
data engineer, hadoop
data engineer, spark
data engineer, dwh
"big data engineer spark,  hadoop",spark
"big data engineer spark,  hadoop", hadoop
"big data engineer spark,  hadoop", kafka
"big data engineer spark,  hadoop", kubernetes
"big data engineer spark,  hadoop", java
data engineer разработчик etl,etl
data engineer разработчик etl, sql
data engineer разработчик etl, oracle db
data engineer разработчик etl, greenplum
data engineer разработчик etl, python
data engineer разработчик etl, xml
data engineer разработчик etl, json api
data engineer разработчик etl, rest api
data engineer разработчик etl, kafka
data engineer разработчик etl, java
data engineer разработчик etl, git
data engineer разработчик etl, jenkins
data engineer разработчик etl, ci/cd
data analyst mobile games,python
data analyst mobile games, sql
data analyst mobile games, panda
data analyst mobile games, a/b тесты
marketing analyst / data analyst in marketing / web analyst,анализ дать
marketing analyst / data analyst in marketing / web analyst, data analysis
marketing analyst / data analyst in marketing / web analyst, sql
marketing analyst / data analyst in marketing / web analyst, python
marketing analyst / data analyst in marketing / web analyst, ms excel
marketing analyst / data analyst in marketing / web analyst, системное мышление
marketing analyst / data analyst in marketing / web analyst, аналитическое мышление
marketing analyst / data analyst in marketing / web analyst, аналитика
marketing analyst / data analyst in marketing / web analyst, маркетинг
marketing analyst / data analyst in marketing / web analyst, английский — b1 — средний
data engineer,python
data engineer, dwh
data engineer, postgressql
data engineer, crm
data engineer, erp
chief data scientist / ds team lead,python
chief data scientist / ds team lead, machine learning
chief data scientist / ds team lead, sql
chief data scientist / ds team lead, big data
chief data scientist / ds team lead, spark
chief data scientist / ds team lead, data analysis
chief data scientist / ds team lead, teambuilding
chief data scientist / ds team lead, ml
data science engineer computer vision,python
data science engineer computer vision, numpy
data science engineer computer vision, matplotlib
data science engineer computer vision, sklearn
data science engineer computer vision, sql
data science engineer computer vision, ml
data science engineer computer vision, keras
data science engineer computer vision, tensorflow
data science engineer computer vision, pytorch
data science engineer computer vision, computer vision
data science engineer computer vision, английский — b2 — средне-продвинутый
data engineer,python
data engineer, dwh
data engineer, postgressql
data engineer, crm
data engineer, erp
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
data science engineer computer vision,python
data science engineer computer vision, numpy
data science engineer computer vision, matplotlib
data science engineer computer vision, sklearn
data science engineer computer vision, sql
data science engineer computer vision, ml
data science engineer computer vision, tensorflow
data science engineer computer vision, pytorch
data science engineer computer vision, computer vision
data science engineer computer vision, английский — b2 — средне-продвинутый
data scientist middle/senior,python
data scientist middle/senior, machine learning
data scientist middle/senior, sql
data scientist middle/senior, big data
data scientist middle/senior, data science
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
database developer,spark
database developer, kafka
database developer, nosql
database developer, sql
database developer, snowflake
database developer, mongodb
database developer, azure sql
database developer, olap and oltp
database developer, etl
database developer, английский — b2 — средне-продвинутый
data engineer аналитик больших дать,python
data engineer аналитик больших дать, sql
data engineer аналитик больших дать, linux
data insight analytics expert,python
data insight analytics expert, git
data insight analytics expert, big data
data insight analytics expert, английский язык
data insight analytics expert, hive
data insight analytics expert, английский — c1 — продвинуть
data engineer,python
data engineer, dwh
data engineer, postgressql
data engineer, crm
data engineer, erp
senior database administrator,английский язык
senior database administrator, ms sql
senior database administrator, linux
senior database administrator, sql
senior database administrator, английский — c1 — продвинуть
ml research engineer/data science engineer,data science
ml research engineer/data science engineer, python
руководитель отдела master data management,python
руководитель отдела master data management, sql
руководитель отдела master data management, аналитические исследование
руководитель отдела master data management, аналитическое мышление
руководитель отдела master data management, архитектура
руководитель отдела master data management, анализ дать
руководитель отдела master data management, системный анализ
data engineer relocation to germany,sap mm
